,person_id,gender_index
0,5135,0.0
1,5142,0.0
2,5147,0.19230769230769232
3,5164,0.3684210526315789
4,5166,0.3597159565580618
5,5169,0.0
6,5171,0.1
7,5183,0.07692307692307694
8,5185,0.13888888888888887
9,5189,0.0
10,5192,0.08333333333333333
11,5194,0.037037037037037035
12,5200,0.16666666666666666
13,5202,0.0
14,5205,0.0
15,5207,0.0
16,5214,0.14285714285714285
17,5218,0.0
18,5220,0.13636363636363635
19,5225,0.0
20,5239,0.16666666666666666
21,5245,0.06666666666666667
22,5263,0.1838235294117647
23,5267,0.0
24,5269,0.5
25,5272,0.6
26,5284,0.0
27,5291,0.1063907044299201
28,5295,0.0
29,5301,0.5049153744805919
30,5303,0.25
31,5305,0.29166666666666663
32,5309,0.0
33,5314,0.5
34,5316,0.0
35,5324,0.21875
36,5336,0.0
37,5339,0.0
38,5344,0.2
39,5347,0.0
40,5352,0.047619047619047616
41,5357,0.25
42,5362,0.16666666666666666
43,5365,0.08333333333333333
44,5370,0.041666666666666664
45,5374,0.1111111111111111
46,5376,0.4583333333333333
47,5379,0.2333333333333333
48,5381,0.0
49,5383,0.0
50,5385,0.21969696969696967
51,5393,0.21428571428571427
52,5396,0.0
53,5398,0.041666666666666664
54,5400,0.0
55,5409,0.26666666666666666
56,5411,0.20833333333333331
57,5413,0.0
58,5415,0.05454545454545454
59,5422,0.0
60,5425,0.05277777777777778
61,5446,0.5940711462450593
62,5453,0.14912280701754385
63,5457,0.5
64,5467,0.0
65,5477,0.42629399585921324
66,5480,0.022727272727272724
67,5482,0.0
68,5485,0.22000000000000003
69,5490,0.0
70,5493,0.45729813664596275
71,5496,0.0
72,5510,0.0
73,5518,0.4444444444444444
74,5523,0.1
75,5526,0.15
76,5537,0.25
77,5539,0.017857142857142856
78,5541,0.0
79,5543,0.07692307692307694
80,5548,0.0
81,5550,0.23511904761904762
82,5554,0.15384615384615385
83,5567,0.5
84,5571,0.3333333333333333
85,5582,0.0
86,5584,0.14285714285714285
87,5587,0.0
88,5606,0.0
89,5610,0.0
90,5612,0.0
91,5615,0.0
92,5617,0.4
93,5620,0.07828282828282829
94,5624,0.5
95,5633,0.0
96,5644,0.5
97,5649,0.0
98,5653,0.06666666666666667
99,5658,0.25
100,5667,0.0875
101,5673,0.0
102,5685,1.0
103,5691,0.05555555555555555
104,5695,0.0
105,5699,0.5
106,5701,0.0
107,5706,0.09941520467836257
108,5715,0.23295454545454544
109,5717,0.0
110,5720,0.13055555555555554
111,5722,0.0
112,5726,0.07692307692307693
113,5728,0.12169312169312169
114,5730,0.0
115,5735,0.25
116,5739,0.02857142857142857
117,5743,0.0
118,5746,0.2
119,5751,0.3333333333333333
120,5754,0.25
121,5762,0.4791666666666667
122,5767,0.010869565217391304
123,5771,0.16666666666666666
124,5773,1.0
125,5776,0.5
126,5781,0.0
127,5784,0.07142857142857142
128,5789,0.03333333333333333
129,5798,0.0
130,5800,0.0
131,5804,0.0
132,5808,0.0
133,5816,0.16818181818181818
134,5818,0.0
135,5821,0.5
136,5830,0.275
137,5832,0.0
138,5836,0.0
139,5840,0.14285714285714285
140,5845,0.5942857142857142
141,5852,0.0
142,5861,0.06031746031746032
143,5866,0.0
144,5869,0.07692307692307693
145,5871,0.3333333333333333
146,5877,0.0
147,5881,0.0
148,5883,0.0
149,5888,0.08333333333333333
150,5896,0.27777777777777773
151,5898,0.0
152,5914,0.07083333333333333
153,5916,0.07692307692307693
154,5918,0.6190476190476191
155,5920,0.18099547511312217
156,5929,0.0
157,5932,0.7
158,5942,0.13636363636363635
159,5944,0.0
160,5946,0.3333333333333333
161,5956,0.015625
162,5958,0.0
163,5967,0.0
164,5970,0.07142857142857142
165,5972,0.03125
166,5974,0.5
167,5976,0.4326923076923077
168,5979,0.0
169,5983,0.2
170,5993,0.0
171,5999,0.0
172,6002,0.0
173,6005,0.0
174,6014,0.0
175,6028,0.16666666666666666
176,6030,0.0
177,6034,0.0
178,6037,0.0
179,6042,0.0
180,6047,0.1111111111111111
181,6052,0.0
182,6067,0.18253968253968253
183,6069,0.0
184,6071,0.06666666666666667
185,6080,0.5
186,6082,0.0
187,6085,0.375
188,6087,0.0
189,6109,0.2857142857142857
190,6111,0.0
191,6116,0.1
192,6119,0.0
193,6121,0.3125
194,6126,0.0
195,6130,0.0
196,6132,0.161231884057971
197,6150,0.08333333333333333
198,6155,0.6666666666666666
199,6160,0.0
200,6162,0.0
201,6165,0.0
202,6170,0.0
203,6172,0.3246753246753246
204,6181,1.0
205,6183,0.0
206,6187,1.0
207,6194,0.0
208,6196,0.1
209,6199,0.0
210,6201,0.1934782608695652
211,6220,0.16801619433198378
212,6223,0.08035714285714285
213,6227,0.0
214,6231,0.0
215,6235,0.0
216,6238,0.24914965986394555
217,6242,0.3333333333333333
218,6244,0.2222222222222222
219,6249,0.0
220,6252,0.08
221,6254,0.0
222,6262,0.0
223,6270,0.0
224,6272,0.14615384615384616
225,6280,0.125
226,6283,0.03571428571428571
227,6286,0.0
228,6289,0.0
229,6299,0.09090909090909093
230,6302,0.5
231,6304,0.0
232,6306,0.1
233,6310,0.0
234,6318,0.1457238413760153
235,6331,0.0
236,6338,0.0
237,6342,0.0
238,6344,0.4333333333333334
239,6350,0.08
240,6353,0.8571428571428571
241,6361,0.0
242,6371,0.25
243,6374,0.23221343873517786
244,6379,0.16666666666666666
245,6382,0.0
246,6384,0.13518518518518519
247,6387,0.0
248,6400,0.0
249,6409,0.5
250,6411,0.14194577352472088
251,6420,0.0
252,6427,0.0
253,6430,0.0
254,6443,0.0
255,6448,0.0
256,6459,0.02
257,6470,0.38888888888888884
258,6474,0.0
259,6483,0.1111111111111111
260,6485,0.9
261,6490,0.0
262,6492,0.0
263,6496,0.5
264,6498,0.16666666666666666
265,6500,0.16666666666666666
266,6507,0.0
267,6512,0.41666666666666663
268,6515,0.0
269,6517,0.42857142857142855
270,6528,0.0
271,6535,0.0
272,6537,0.06349206349206349
273,6544,0.22916666666666666
274,6548,0.1
275,6551,0.0
276,6553,0.0
277,6557,0.0
278,6561,0.0
279,6563,0.0
280,6565,0.11212121212121212
281,6568,0.0
282,6572,0.07142857142857142
283,6578,0.38888888888888884
284,6580,0.25
285,6582,0.6666666666666666
286,6585,0.1
287,6600,0.0
288,6608,0.0
289,6612,0.5
290,6614,0.2222222222222222
291,6617,0.047619047619047616
292,6621,0.25
293,6623,0.27777777777777773
294,6626,0.25
295,6629,0.032967032967032975
296,6632,0.0
297,6634,0.0
298,6638,0.1870748299319728
299,6640,0.011904761904761904
300,6647,0.047619047619047616
301,6649,0.07222222222222223
302,6652,0.29166666666666663
303,6660,0.5
304,6662,0.12368024132730016
305,6665,0.16666666666666666
306,6672,0.0
307,6675,0.09821428571428571
308,6678,0.16666666666666666
309,6682,0.08333333333333333
310,6686,0.5873015873015873
311,6689,0.008333333333333331
312,6704,0.3333333333333333
313,6706,0.16666666666666666
314,6711,0.0
315,6730,0.0
316,6732,0.0
317,6736,1.0
318,6738,0.2875
319,6751,0.25
320,6755,0.3214285714285714
321,6759,0.038461538461538464
322,6761,0.0
323,6765,0.5625
324,6779,0.0
325,6783,0.0
326,6793,0.1
327,6800,0.0
328,6815,0.75
329,6818,0.0
330,6820,0.2
331,6827,0.0
332,6829,0.0
333,6831,0.031578947368421054
334,6853,0.5
335,6867,0.0
336,6875,0.022727272727272728
337,6877,0.4375
338,6879,0.3333333333333333
339,6884,0.0
340,6896,0.0
341,6899,0.037037037037037035
342,6907,0.0
343,6912,0.0
344,6918,0.25
345,6923,0.0
346,6925,0.0
347,6938,0.19444444444444442
348,6949,0.06666666666666667
349,6952,0.7
350,6954,0.23724489795918366
351,7215,0.5
352,250253,0.08333333333333333
353,250323,0.1
354,250377,0.0
355,250437,0.16666666666666666
356,250467,0.25
357,250516,0.2222222222222222
358,250546,0.0
359,250612,0.1111111111111111
360,250622,0.2222222222222222
361,250754,0.08333333333333333
362,250756,0.10416666666666666
363,250758,0.08333333333333333
364,250760,0.08333333333333333
365,250762,0.08333333333333333
366,250764,0.08333333333333333
367,250766,0.08333333333333333
368,250768,0.08333333333333333
